ID,latitude,longitude,district,address_offers,agent_offers,subway_offers,closest_subway,dist_to_subway,subway_grade,subway_dist_to_center,rooms,floor,max_floor,footage,material,repair,price,category_age
MAL12102,55.827473,37.600075,,1.0,1.0,1.0,Ulitsa Milashenkova,841.0,Monorail,7749.0,Two Room,2.0,17.0,,panel,Good,14990000.0,Middle-aged buildings
MAL1898,55.7782631,37.833344200000006,VAO,1.0,1.0,15.0,,,Underground,,One Room,1.0,12.0,,panel,Enough,6300000.0,Old buildings
MAL3534,55.560779,37.587236,,1.0,1.0,8.0,Belomorskaya,1111.0,Underground,20559.0,,3.0,24.0,62.0,panel,Excellent,13500000.0,Middle-aged buildings
MAL3231,55.86366579999999,37.5125516,,1.0,1.0,17.0,Mnyovniki,2181.0,Underground,13417.0,One Room,,16.0,34.0,block,Good,8400000.0,Middle-aged buildings
MAL11650,55.7326993,37.5655061,CAO,1.0,1.0,2.0,Novokhokhlovskaya,1090.0,Underground,,Two Room,5.0,9.0,,brick,Enough,15000000.0,Old buildings
MAL475,55.76481500000001,37.733787,VAO,1.0,1.0,,CSKA,921.0,,8355.0,Two Room,5.0,,43.3,brick,Enough,8400000.0,Old buildings
MAL2405,55.70060720000001,37.9251388,UVAO,1.0,1.0,,Dmitrievskaya,318.0,Underground,20323.0,One Room,8.0,17.0,38.6,panel,Good,8300000.0,Young buildings
MAL2680,,37.6778281,SVAO,2.0,3.0,15.0,Okhotny Ryad,,Underground,13519.0,Two Room,1.0,5.0,54.5,brick,Good,10000000.0,Old buildings
MAL10557,55.726211600000006,37.6365224,CAO,1.0,12.0,5.0,Ulitsa Akademika Yangelya,489.0,Underground,2771.0,Two Room,3.0,9.0,44.5,panel,Good,14900000.0,Old buildings
MAL8146,55.74678,37.798682,VAO,1.0,1.0,15.0,Petrovsko-Razumovskaya,1018.0,Underground,10558.0,One Room,,9.0,35.0,panel,,7100000.0,Old buildings
MAL7588,,37.625379,,1.0,,7.0,Rostokino,693.0,Monorail,7775.0,Two Room,1.0,12.0,,block,Enough,9300000.0,Old buildings
MAL4568,55.5961998,37.5890622,UAO,1.0,1.0,9.0,Lokomotiv,783.0,Underground,17314.0,One Room,3.0,25.0,39.8,panel,Enough,8700000.0,Middle-aged buildings
MAL10767,55.6740301,37.44758289999999,ZAO,1.0,2.0,14.0,Nagatinskaya,,Underground,13867.0,One Room,1.0,,33.0,panel,Poor,7500000.0,Old buildings
MAL5772,,,CAO,1.0,2.0,11.0,Krylatskoye,888.0,Underground,5730.0,Two Room,,9.0,35.0,brick,Enough,11000000.0,Old buildings
MAL11162,55.83972900000001,37.379842,SZAO,1.0,1.0,,Avtozavodskaya,616.0,Underground,17194.0,Two Room,3.0,,52.0,panel,Poor,9400000.0,Middle-aged buildings
MAL10721,55.6655863,37.4534296,ZAO,1.0,19.0,12.0,Nagatinskaya,529.0,Underground,,,,,39.0,panel,,9850000.0,Middle-aged buildings
MAL3714,55.7425022,37.855731,VAO,1.0,,2.0,Chekhovskaya,596.0,,15575.0,,11.0,14.0,40.0,monolith,Enough,8150000.0,Middle-aged buildings
MAL11905,55.735114,,CAO,1.0,1.0,5.0,Sviblovo,636.0,Underground,2776.0,One Room,1.0,7.0,35.0,brick,Poor,13200000.0,Old buildings
MAL3546,,37.566961,UZAO,1.0,1.0,6.0,Belomorskaya,727.0,Underground,20559.0,One Room,4.0,12.0,39.0,panel,Good,9300000.0,Middle-aged buildings
MAL10842,,37.367419,ZAO,1.0,1.0,3.0,Olkhovaya,363.0,Underground,19330.0,,5.0,17.0,38.0,panel,Poor,9699000.0,Middle-aged buildings
MAL6087,55.675884,37.80552700000001,UVAO,1.0,,23.0,Medvedkovo,2753.0,Underground,12430.0,Two Room,10.0,12.0,51.0,block,Enough,8500000.0,Old buildings
MAL7915,55.7149069,37.4551153,ZAO,1.0,1.0,9.0,Smolenskaya,1617.0,Underground,10841.0,One Room,4.0,16.0,34.5,panel,Poor,9000000.0,Middle-aged buildings
MAL2387,55.69985550000001,37.93293,,1.0,6.0,38.0,Dmitrievskaya,462.0,Underground,20323.0,Two Room,,25.0,64.8,panel,Good,10700000.0,Young buildings
MAL6402,55.7890019,37.47604550000001,SZAO,1.0,,,Chertanovskaya,1498.0,Underground,8949.0,,4.0,24.0,44.1,monolith,Poor,11499999.0,Young buildings
MAL11948,55.78622070000001,37.5422095,SAO,1.0,3.0,1.0,Dubrovka,558.0,Underground,6411.0,One Room,14.0,24.0,52.0,monolith,Poor,18200000.0,Young buildings
MAL499,55.6575053,,UZAO,1.0,196.0,15.0,Tulskaya,1732.0,Underground,9905.0,One Room,,9.0,32.0,panel,Excellent,8500000.0,Old buildings
MAL9161,55.694322,37.63676,UAO,3.0,3.0,,Kuntsevskaya,851.0,Urban rail,6335.0,,6.0,20.0,70.6,monolith,Poor,19302040.0,Young buildings
MAL6585,55.6789,37.563152,UZAO,,196.0,9.0,Dubrovka,,Underground,8931.0,Two Room,7.0,8.0,,brick,Enough,14100000.0,Old buildings
MAL1609,55.67654,37.66777,UAO,1.0,292.0,17.0,,272.0,Underground,8849.0,One Room,5.0,9.0,30.6,brick,Enough,8100000.0,Old buildings
MAL9699,55.769162,37.4945915,SZAO,1.0,1.0,14.0,Slavyansky Bulvar,1641.0,Urban rail,,Two Room,8.0,31.0,78.0,monolith,Poor,19000000.0,Young buildings
MAL3897,,37.40539,,3.0,,12.0,Delovoy Tsentr,,Suburban rail,13945.0,Two Room,1.0,5.0,47.0,brick,Enough,8790000.0,Old buildings
MAL11940,55.780876,37.533544,SAO,1.0,205.0,1.0,,637.0,Underground,6411.0,Two Room,,17.0,,panel,Good,19500000.0,Middle-aged buildings
MAL5235,,37.79277,UVAO,1.0,1.0,16.0,Aminyevskaya,460.0,Underground,11796.0,Two Room,5.0,5.0,45.0,panel,Enough,8750000.0,Old buildings
MAL10084,55.873642,37.609209,SVAO,1.0,1.0,,Prazhskaya,1073.0,Underground,12480.0,Two Room,2.0,12.0,,brick,Enough,12800000.0,Middle-aged buildings
MAL2552,,37.9286005,,1.0,1.0,28.0,Dmitrievskaya,512.0,Underground,20323.0,,10.0,19.0,36.8,panel,Enough,7200000.0,Young buildings
MAL6112,55.6682973,37.7557844,UVAO,1.0,,18.0,Medvedkovo,993.0,Underground,12430.0,Two Room,8.0,17.0,62.0,panel,Good,13600000.0,Middle-aged buildings
MAL3351,55.86406,37.51202,SAO,1.0,20.0,21.0,Mnyovniki,2208.0,Underground,13417.0,One Room,14.0,24.0,40.0,panel,Good,11000000.0,Middle-aged buildings
MAL9417,,37.7423425,UVAO,1.0,6.0,,Khovrino,1070.0,Underground,13657.0,One Room,10.0,17.0,,monolith,Good,8000000.0,Middle-aged buildings
MAL3052,,37.803074,UVAO,1.0,1.0,11.0,Kashirskaya,1977.0,Underground,13469.0,Two Room,4.0,,46.0,brick,Enough,8700000.0,Old buildings
MAL9106,55.59790200000001,37.670591,UAO,1.0,1.0,10.0,Yuzhnaya,,Underground,,Two Room,,,,block,,9300000.0,Old buildings
MAL562,55.67007629999999,37.550236100000006,,1.0,1.0,14.0,Tulskaya,267.0,Underground,9905.0,,11.0,19.0,37.1,monolith,Enough,11500000.0,Middle-aged buildings
MAL10013,55.866809,37.603253,SVAO,1.0,205.0,13.0,Prazhskaya,,Underground,12480.0,Two Room,,,,monolith,Enough,11000000.0,Old buildings
MAL2155,,37.7934019,VAO,1.0,1.0,19.0,Novokuznetskaya,,Underground,13108.0,Two Room,1.0,5.0,42.0,panel,Good,8300000.0,Old buildings
MAL9770,55.732677,37.716988,UVAO,1.0,62.0,6.0,Arbatskaya,954.0,Suburban rail,5771.0,One Room,4.0,9.0,35.3,brick,Good,8750000.0,Old buildings
MAL3919,55.827024,37.43384,SZAO,1.0,92.0,5.0,,571.0,Underground,13631.0,Two Room,4.0,5.0,,brick,Poor,10400000.0,Old buildings
MAL5267,55.7817924,37.6406241,CAO,1.0,2.0,,Krestyanskaya Zastava,461.0,Underground,3416.0,Two Room,9.0,9.0,44.3,block,Poor,11300000.0,Old buildings
MAL4580,55.60189499999999,37.609263,UAO,1.0,1.0,9.0,Lokomotiv,751.0,Underground,,,2.0,12.0,,panel,,9000000.0,Old buildings
MAL2256,55.8275969,,SVAO,1.0,1.0,5.0,,1325.0,Urban rail,10236.0,Two Room,11.0,12.0,,panel,Enough,10700000.0,Old buildings
MAL5571,55.645431,37.71133,UVAO,1.0,,7.0,Otradnoye,,Suburban rail,13264.0,Two Room,3.0,,51.9,brick,Enough,10500000.0,Old buildings
MAL5953,55.858788,37.445724,SZAO,2.0,2.0,,Butyrskaya,565.0,Underground,16361.0,Two Room,4.0,5.0,42.2,panel,Enough,8200000.0,Old buildings
MAL11819,55.63261,37.60641029999999,UAO,1.0,1.0,6.0,ZIL,882.0,Underground,12436.0,Two Room,,,47.5,panel,,10150000.0,Old buildings
MAL6359,55.793784,37.49228400000001,SZAO,1.0,66.0,13.0,Chertanovskaya,374.0,Underground,8949.0,Two Room,2.0,9.0,44.3,brick,Enough,10300000.0,Old buildings
MAL4155,55.72764,37.666073,,1.0,1.0,8.0,,,Underground,3888.0,Two Room,1.0,9.0,42.7,brick,Good,10990000.0,Old buildings
MAL4198,55.7905358,37.62306810000001,CAO,1.0,,13.0,Botanichesky Sad,557.0,Underground,4616.0,One Room,16.0,16.0,35.8,monolith,Enough,12200000.0,Old buildings
MAL10489,55.84770500000001,37.370581,,1.0,146.0,,Novogireyevo,611.0,Underground,19023.0,Two Room,15.0,,57.8,panel,Good,14500000.0,Young buildings
MAL7622,55.814963,37.626008,SVAO,1.0,1.0,,Rostokino,766.0,Monorail,7775.0,Two Room,3.0,5.0,43.0,block,Enough,8900000.0,Old buildings
MAL8107,55.75579820000001,37.77762420000001,VAO,1.0,3.0,16.0,Petrovsko-Razumovskaya,676.0,Underground,10558.0,Two Room,2.0,9.0,,block,Enough,7990000.0,Old buildings
MAL6661,55.670635,37.57477700000001,UZAO,1.0,,9.0,Dubrovka,1093.0,,8931.0,Two Room,1.0,5.0,44.6,panel,Good,10500000.0,Old buildings
MAL2207,55.768161600000006,37.6692412,CAO,2.0,1.0,,Frunzenskaya,773.0,Underground,4563.0,,1.0,7.0,,brick,Poor,12500000.0,Old buildings
MAL5837,55.60514499999999,37.724194,UAO,2.0,1.0,10.0,Myakinino,711.0,Underground,17038.0,One Room,15.0,25.0,38.6,panel,Good,10300000.0,Young buildings
MAL645,55.882404,37.560925,SAO,1.0,,5.0,Troparyovo,422.0,Suburban rail,14761.0,,3.0,17.0,56.0,panel,Enough,12000000.0,Middle-aged buildings
MAL9604,55.78279000000001,37.4733789,SZAO,1.0,196.0,8.0,Slavyansky Bulvar,2030.0,,,One Room,1.0,5.0,32.0,brick,Enough,12300000.0,Old buildings
MAL10778,,37.42624,ZAO,1.0,1.0,6.0,Nagatinskaya,2898.0,Underground,13867.0,One Room,,,,monolith,Poor,11000000.0,Young buildings
MAL7829,55.72114300000001,37.418605,ZAO,1.0,1.0,11.0,Zyuzino,643.0,Suburban rail,12693.0,One Room,7.0,12.0,35.6,panel,Enough,9000000.0,Old buildings
MAL3668,55.545375,37.523824,UZAO,2.0,,3.0,Izmaylovo,622.0,Underground,23931.0,,2.0,9.0,52.0,panel,,10300000.0,Middle-aged buildings
MAL7814,55.731485,37.411544,ZAO,1.0,,10.0,Zyuzino,,Suburban rail,12693.0,Two Room,4.0,4.0,55.9,brick,Good,11800000.0,Old buildings
MAL1467,55.71093000000001,37.51061,ZAO,1.0,1.0,,Dobryninskaya,549.0,Underground,8003.0,Two Room,2.0,8.0,43.0,brick,Poor,10800000.0,Old buildings
MAL11005,55.7583792,37.4149439,ZAO,1.0,1.0,,Studencheskaya,458.0,Underground,12992.0,Two Room,9.0,17.0,54.0,panel,Enough,13500000.0,Middle-aged buildings
MAL2763,55.86299,,SVAO,1.0,,16.0,,2051.0,Underground,13519.0,Two Room,8.0,16.0,55.0,,Good,9300000.0,Old buildings
MAL6141,55.6801453,37.7584142,UVAO,1.0,,11.0,,443.0,Underground,12430.0,Two Room,1.0,14.0,44.0,panel,Enough,8195000.0,Old buildings
MAL5897,55.6093,37.716496,UAO,,1.0,,Myakinino,100.0,,17038.0,One Room,11.0,12.0,32.0,panel,Excellent,8700000.0,Old buildings
MAL392,55.8129027,37.4530366,SZAO,1.0,53.0,9.0,Kolkhoznaya,747.0,Underground,11455.0,,4.0,5.0,31.0,panel,,8000000.0,Old buildings
MAL1154,55.640965,37.4061,ZAO,1.0,1.0,6.0,Savyolovskaya,1298.0,Underground,18158.0,,5.0,17.0,,panel,Good,12900000.0,Middle-aged buildings
MAL8435,55.82056,37.571293,SAO,1.0,38.0,,Vystavochny Tsentr,337.0,,7829.0,Two Room,,5.0,55.0,brick,Enough,13200000.0,Old buildings
MAL2726,55.87429399999999,37.647846,,1.0,8.0,37.0,Okhotny Ryad,1106.0,Underground,13519.0,Two Room,9.0,12.0,,panel,Good,8300000.0,Old buildings
MAL9220,55.6450999,37.48628520000001,UZAO,1.0,3.0,5.0,Okruzhnaya,869.0,Underground,14840.0,Two Room,,16.0,53.7,panel,Enough,13300000.0,Middle-aged buildings
MAL7091,55.6254825,37.7472543,UAO,1.0,1.0,4.0,Prokshino,,Underground,,Two Room,,9.0,42.5,block,Enough,8600000.0,Old buildings
MAL2416,55.6988801,37.9157682,UVAO,1.0,1.0,37.0,Dmitrievskaya,892.0,Underground,20323.0,One Room,6.0,17.0,39.0,panel,,6900000.0,Young buildings
MAL10453,55.825917,37.59586,SVAO,1.0,,3.0,Belokamennaya,557.0,Underground,7965.0,Two Room,3.0,17.0,,panel,,14000000.0,Middle-aged buildings
MAL5661,55.607204,37.5857701,UAO,1.0,,6.0,Sretensky Bulvar,,Underground,15733.0,Two Room,15.0,17.0,55.8,monolith,Good,12000000.0,Middle-aged buildings
MAL3057,,37.8211177,UVAO,1.0,,11.0,Kashirskaya,,Underground,13469.0,Two Room,8.0,16.0,54.3,panel,Good,9600000.0,Old buildings
MAL3126,,37.644962,SVAO,2.0,,10.0,Kommunarka,,,10400.0,Two Room,,9.0,55.0,brick,Enough,11200000.0,Old buildings
MAL8163,,37.79127,VAO,1.0,,,Petrovsko-Razumovskaya,,Underground,10558.0,Two Room,4.0,5.0,,brick,Enough,8700000.0,Old buildings
MAL318,55.71156170000001,37.7775309,UVAO,1.0,218.0,11.0,Nakhimovsky Prospekt,819.0,Underground,11029.0,Two Room,2.0,9.0,37.5,panel,Enough,7600000.0,Old buildings
MAL7598,,37.6226975,SVAO,1.0,1.0,,Rostokino,363.0,Monorail,7775.0,Two Room,4.0,5.0,45.1,panel,Good,12300000.0,Old buildings
MAL8421,,37.5764729,SVAO,1.0,1.0,,Vystavochny Tsentr,1075.0,Underground,7829.0,,12.0,16.0,51.0,block,,13000000.0,Middle-aged buildings
MAL4870,55.84502729999999,37.4326967,SZAO,1.0,1.0,6.0,Buninskaya Alleya,689.0,,15359.0,One Room,3.0,9.0,35.0,panel,Enough,7400000.0,Old buildings
MAL1226,55.70480300000001,37.576233,UZAO,1.0,1.0,9.0,Aleksandrovsky Sad,619.0,Underground,,Two Room,6.0,8.0,48.3,brick,Enough,15000000.0,Old buildings
MAL1245,55.70480300000001,37.576233,UZAO,1.0,3.0,5.0,Aleksandrovsky Sad,619.0,Underground,5386.0,Two Room,4.0,10.0,45.7,brick,Poor,14000000.0,Old buildings
MAL4525,,37.59135,UAO,1.0,12.0,4.0,Lokomotiv,657.0,,17314.0,One Room,2.0,16.0,40.0,block,Good,9600000.0,Middle-aged buildings
MAL3755,55.78423000000001,37.5628204,SAO,3.0,35.0,,,799.0,Underground,5614.0,One Room,13.0,18.0,37.0,monolith,Poor,14300000.0,Young buildings
MAL7933,55.7333,,ZAO,,,8.0,Smolenskaya,703.0,Underground,10841.0,One Room,,9.0,35.0,panel,Enough,8300000.0,Old buildings
MAL5717,55.7347968,37.4844307,ZAO,1.0,1.0,2.0,Nizhegorodskaya,542.0,Underground,8359.0,Two Room,5.0,5.0,45.2,panel,Enough,11900000.0,Old buildings
MAL994,55.882308,37.635251,SVAO,1.0,1.0,8.0,Aviamotornaya,,Underground,15384.0,One Room,10.0,15.0,40.1,panel,,9900000.0,Young buildings
MAL2470,,37.93298,,1.0,1.0,18.0,Dmitrievskaya,,Underground,,Two Room,5.0,17.0,62.0,panel,Good,10600000.0,Young buildings
MAL8639,55.80537929999999,37.5725843,SAO,1.0,9.0,5.0,Pyatnitskoye Shosse,598.0,Underground,6575.0,Two Room,11.0,12.0,38.0,block,Enough,10000000.0,Old buildings
MAL2243,55.83423199999999,37.66336,SVAO,1.0,1.0,,Michurinsky Prospekt,642.0,,10236.0,Two Room,2.0,9.0,46.0,block,Enough,9500000.0,Old buildings
MAL7071,55.685782,37.543192,UZAO,1.0,1.0,2.0,,996.0,Underground,,Two Room,5.0,9.0,,brick,,17000000.0,Old buildings
MAL10646,55.6540195,37.599881,UZAO,1.0,1.0,12.0,Terekhovo,306.0,Underground,11261.0,One Room,8.0,9.0,32.0,brick,,7900000.0,Old buildings
MAL289,55.71084200000001,37.753372,UVAO,1.0,1.0,35.0,Kiyevskaya,,Underground,10612.0,Two Room,6.0,9.0,44.4,panel,Enough,9700000.0,Old buildings
MAL10183,55.60220129999999,37.5288412,UZAO,1.0,25.0,4.0,Kalininskaya,527.0,Underground,17040.0,Two Room,9.0,22.0,,panel,Enough,12500000.0,Middle-aged buildings
MAL4125,55.72764,37.666073,UVAO,1.0,31.0,,Kutuzovskaya,,Underground,3888.0,Two Room,1.0,9.0,42.0,brick,Poor,9750000.0,Old buildings
MAL9675,55.773563,,SZAO,1.0,1.0,22.0,Slavyansky Bulvar,,Urban rail,7662.0,One Room,1.0,9.0,32.1,panel,Enough,5800000.0,Old buildings
MAL639,55.8748885,37.5662518,SAO,1.0,1.0,6.0,,,Suburban rail,14761.0,One Room,,17.0,37.9,block,,7600000.0,Middle-aged buildings
MAL5213,55.71518,37.796104,,1.0,11.0,8.0,Aminyevskaya,238.0,Underground,11796.0,Two Room,24.0,25.0,,monolith,Enough,10500000.0,Young buildings
MAL161,55.7071654,37.7645875,UVAO,1.0,22.0,,Kiyevskaya,202.0,Underground,10612.0,Two Room,5.0,5.0,42.0,panel,Enough,8200000.0,Old buildings
MAL2872,,37.60762,UZAO,1.0,1.0,5.0,Petrovsko-Razumovskaya,691.0,Underground,,One Room,2.0,14.0,38.5,monolith,Enough,8300000.0,Middle-aged buildings
MAL11339,55.70867,37.68263,UVAO,1.0,2.0,,Partizanskaya,330.0,Underground,,One Room,,6.0,32.0,brick,Enough,8350000.0,Old buildings
MAL1823,55.837364,37.494762,SAO,1.0,5.0,9.0,Teatralnaya,486.0,Underground,12538.0,Two Room,,36.0,40.2,monolith,Excellent,14250000.0,Young buildings
MAL5495,55.711103,37.895008,VAO,,1.0,,Park Kultury,,Underground,18500.0,Two Room,,,55.0,panel,Poor,9699999.0,Middle-aged buildings
MAL10833,55.70539670000001,37.6696079,UVAO,1.0,1.0,4.0,Cherkizovskaya,609.0,Underground,5804.0,Two Room,6.0,7.0,61.6,brick,Enough,14200000.0,Old buildings
MAL2549,55.6988801,37.9157682,UVAO,1.0,,40.0,Dmitrievskaya,892.0,Underground,20323.0,Two Room,2.0,17.0,54.0,panel,Enough,8200000.0,Young buildings
MAL4669,,37.55742100000001,CAO,1.0,2.0,9.0,Bulvar Rokossovskogo,852.0,Underground,3581.0,Two Room,4.0,9.0,45.0,panel,Good,13800000.0,Old buildings
MAL8304,,37.602993,UZAO,1.0,1.0,4.0,Mezhdunarodnaya,,,6947.0,One Room,6.0,14.0,40.0,panel,Excellent,9700000.0,Middle-aged buildings
MAL2656,55.877183,37.643318,SVAO,1.0,205.0,20.0,Okhotny Ryad,1500.0,Underground,13519.0,One Room,4.0,17.0,37.0,panel,Enough,9000000.0,Middle-aged buildings
MAL4506,55.71854200000001,37.746768,UVAO,1.0,28.0,11.0,Ulitsa Starokachalovskaya,1023.0,Underground,,One Room,11.0,,42.0,panel,Enough,8330000.0,Middle-aged buildings
MAL6445,55.79306,,SZAO,1.0,1.0,,Chertanovskaya,,,8949.0,Two Room,5.0,5.0,50.0,brick,Excellent,14400000.0,Old buildings
MAL9036,,37.499713,SAO,1.0,,,Ugreshskaya,1477.0,,16356.0,One Room,1.0,17.0,37.0,monolith,Good,8450000.0,Middle-aged buildings
MAL3320,55.880945,37.54118,SAO,4.0,2.0,24.0,Mnyovniki,1642.0,Underground,13417.0,One Room,8.0,22.0,35.6,monolith,Good,9550000.0,Young buildings
MAL6677,,37.548096,UZAO,1.0,1.0,14.0,Dubrovka,1184.0,Underground,8931.0,Two Room,6.0,,45.0,block,,12400000.0,Old buildings
MAL233,55.71119,37.76105,UVAO,1.0,1.0,18.0,Kiyevskaya,,Underground,10612.0,Two Room,,17.0,77.0,brick,Good,15400000.0,Middle-aged buildings
MAL2899,55.7249131,37.5289674,ZAO,1.0,1.0,6.0,Perovo,,Underground,8012.0,One Room,2.0,9.0,32.0,brick,Enough,8590000.0,Old buildings
MAL11432,55.7056818,37.6141155,UAO,,,6.0,Botanichesky Sad,,Underground,4759.0,One Room,13.0,16.0,37.7,panel,,9800000.0,Middle-aged buildings
MAL6301,55.543516,37.511544,UZAO,1.0,1.0,5.0,Voykovskaya,674.0,Underground,24636.0,Two Room,9.0,,70.1,panel,Good,11500000.0,Middle-aged buildings
MAL9772,55.731384,37.711258,UVAO,1.0,38.0,6.0,Arbatskaya,657.0,Suburban rail,5771.0,Two Room,,5.0,59.4,brick,Enough,11500000.0,Old buildings
MAL3771,,37.5634542,SAO,1.0,1.0,,Alma-Atinskaya,1015.0,Underground,5614.0,Two Room,5.0,5.0,43.0,brick,Poor,11500000.0,Old buildings
MAL3124,55.847861,37.650055,SVAO,4.0,1.0,8.0,Kommunarka,,Underground,10400.0,Two Room,12.0,16.0,79.7,monolith,,17750000.0,Young buildings
MAL2100,55.8040747,37.8167172,,1.0,2.0,19.0,Novokuznetskaya,1326.0,Underground,13108.0,One Room,8.0,12.0,38.0,panel,Enough,7950000.0,Old buildings
MAL11221,55.82049,37.6603071,SVAO,1.0,3.0,6.0,Dinamo,,Underground,8183.0,Two Room,2.0,9.0,37.2,block,Enough,9500000.0,Old buildings
MAL6728,,37.396515,ZAO,1.0,1.0,20.0,Altufyevo,1221.0,Underground,12574.0,Two Room,2.0,9.0,50.6,brick,Good,12500000.0,Old buildings
MAL3961,55.80161999999999,37.719532,VAO,2.0,292.0,17.0,Chkalovskaya,696.0,Underground,7852.0,One Room,10.0,16.0,,block,Good,9200000.0,Middle-aged buildings
MAL6759,55.744774,37.418667,,1.0,1.0,20.0,Altufyevo,423.0,Underground,12574.0,One Room,1.0,9.0,31.6,panel,Poor,6900000.0,Old buildings
MAL3000,55.72421329999999,37.8252517,VAO,3.0,1.0,19.0,Kashirskaya,,Underground,13469.0,Two Room,4.0,13.0,65.0,panel,Poor,11536000.0,Young buildings
MAL3567,55.564501,37.574444,,1.0,1.0,7.0,,483.0,Underground,20559.0,Two Room,13.0,17.0,52.0,panel,Enough,11500000.0,Middle-aged buildings
MAL10471,55.826898,37.5918,SVAO,1.0,1.0,,Belokamennaya,526.0,Underground,7965.0,One Room,13.0,17.0,36.0,panel,,10000000.0,Middle-aged buildings
MAL9496,55.64568000000001,37.739474,UVAO,1.0,1.0,11.0,Khovrino,1014.0,Underground,13657.0,One Room,1.0,14.0,40.0,monolith,Enough,7000000.0,Middle-aged buildings
MAL8396,,37.572576,,1.0,15.0,,Vystavochny Tsentr,227.0,,7829.0,,2.0,5.0,33.0,block,Good,8400000.0,Old buildings
MAL10977,,37.37809,ZAO,3.0,,14.0,Studencheskaya,2445.0,Underground,12992.0,,23.0,24.0,86.5,monolith,,18186344.0,Young buildings
MAL2634,55.8736347,37.6793412,SVAO,1.0,65.0,,Okhotny Ryad,,Underground,13519.0,,2.0,17.0,54.8,panel,,12000000.0,Middle-aged buildings
MAL4935,55.8554429,37.4478476,SZAO,1.0,3.0,5.0,Buninskaya Alleya,,Underground,15359.0,One Room,9.0,9.0,36.6,panel,Enough,7990000.0,Old buildings
MAL3178,55.872804,37.54939,SAO,1.0,218.0,,Mnyovniki,709.0,Underground,13417.0,Two Room,25.0,25.0,60.0,panel,Good,13500000.0,Young buildings
MAL10652,,37.5822795,,1.0,16.0,8.0,Terekhovo,1002.0,Underground,11261.0,Two Room,2.0,9.0,44.0,block,Good,9800000.0,Old buildings
MAL9728,55.770289,37.473671,,1.0,1.0,14.0,Slavyansky Bulvar,2427.0,Urban rail,7662.0,Two Room,6.0,25.0,,monolith,Excellent,15900000.0,Young buildings
MAL7647,55.87892,37.612955,SVAO,1.0,218.0,8.0,Rumyantsevo,829.0,Underground,14663.0,Two Room,16.0,17.0,62.5,panel,,14900000.0,Young buildings
MAL11251,55.549022,37.569099,UZAO,1.0,1.0,4.0,Sokol,820.0,Suburban rail,,One Room,2.0,15.0,38.2,panel,Enough,7150000.0,Middle-aged buildings
MAL3790,55.784303,37.562775,SAO,1.0,1.0,,Alma-Atinskaya,790.0,Underground,5614.0,Two Room,5.0,19.0,58.7,monolith,,19302000.0,Young buildings
MAL3341,55.86406,37.51202,SAO,2.0,,24.0,Mnyovniki,2208.0,Underground,13417.0,One Room,14.0,22.0,39.0,panel,Good,11000000.0,Middle-aged buildings
MAL1311,55.68649300000001,37.56599,UZAO,1.0,1.0,,Preobrazhenskaya Ploshchad,402.0,Underground,7728.0,One Room,6.0,16.0,36.3,brick,Enough,10500000.0,Old buildings
MAL3487,55.57236579999999,37.5689925,,1.0,62.0,12.0,,,Underground,,Two Room,1.0,17.0,53.3,panel,,8300000.0,Middle-aged buildings
MAL6180,55.666138,37.764107,UVAO,2.0,1.0,21.0,Medvedkovo,1173.0,Underground,12430.0,One Room,5.0,25.0,,monolith,Enough,7890000.0,Middle-aged buildings
MAL4011,,37.719532,VAO,1.0,1.0,15.0,Chkalovskaya,696.0,Underground,7852.0,One Room,17.0,17.0,39.0,block,Poor,9000000.0,Middle-aged buildings
MAL11932,55.7420397,37.66770089999999,CAO,1.0,1.0,4.0,Sviblovo,824.0,Underground,2776.0,,,14.0,45.2,block,,12800000.0,Old buildings
MAL6124,55.673621,37.745466,UVAO,1.0,6.0,19.0,,1066.0,Underground,12430.0,One Room,4.0,,41.4,monolith,,8700000.0,Young buildings
MAL5125,55.867634,37.46287,SAO,1.0,1.0,10.0,Universitet,1208.0,,14800.0,Two Room,17.0,17.0,71.0,panel,Good,12400000.0,Old buildings
MAL5431,55.5905722,37.6425723,UAO,1.0,,13.0,Maryina Roshcha,,Suburban rail,16633.0,Two Room,7.0,17.0,53.5,panel,Enough,9200000.0,Middle-aged buildings
MAL1257,55.684327,37.5628492,UZAO,1.0,,9.0,Preobrazhenskaya Ploshchad,670.0,Underground,,Two Room,1.0,5.0,61.1,brick,Enough,12350000.0,Old buildings
MAL6643,55.6810344,37.5459148,UZAO,1.0,3.0,14.0,Dubrovka,1110.0,Underground,8931.0,,2.0,9.0,37.8,block,Enough,12500000.0,Old buildings
MAL8330,55.69248,37.58809,UZAO,1.0,1.0,7.0,Mezhdunarodnaya,1094.0,Urban rail,6947.0,,16.0,17.0,53.6,panel,Good,14500000.0,Middle-aged buildings
MAL10166,55.60609,37.520734,UZAO,2.0,218.0,7.0,Kalininskaya,795.0,Underground,17040.0,One Room,4.0,9.0,32.0,panel,,8300000.0,Old buildings
MAL9098,,37.703847,UAO,2.0,1.0,10.0,Yuzhnaya,597.0,Underground,16303.0,One Room,11.0,12.0,,panel,,8350000.0,Old buildings
MAL9046,,37.510134,SAO,1.0,1.0,7.0,Ugreshskaya,1850.0,Underground,,One Room,3.0,12.0,35.1,panel,Enough,7150000.0,Old buildings
