ID,latitude,longitude,district,address_offers,agent_offers,subway_offers,closest_subway,dist_to_subway,subway_grade,subway_dist_to_center,rooms,floor,max_floor,footage,material,repair,price,category_age
MAL78,55.622294200000006,37.7335547,UAO,1.0,1.0,,Park Pobedy,,Underground,17166.0,Two Room,12.0,12.0,52.3,brick,Poor,10500000.0,Middle-aged buildings
MAL5101,55.8691178,37.4619375,SAO,1.0,12.0,8.0,Universitet,1369.0,Underground,14800.0,One Room,14.0,17.0,38.0,panel,Enough,10800000.0,Old buildings
MAL2526,55.707978,37.930429,UVAO,4.0,1.0,28.0,Dmitrievskaya,577.0,Underground,20323.0,One Room,5.0,17.0,37.6,panel,Enough,7300000.0,Young buildings
MAL11086,55.84777,37.565201,SAO,1.0,1.0,4.0,Mayakovskaya,850.0,Underground,11934.0,Two Room,4.0,,54.3,brick,Good,10450000.0,Old buildings
MAL4354,55.78632760000001,37.5894721,CAO,1.0,,5.0,Davydkovo,870.0,Underground,4978.0,One Room,5.0,5.0,34.8,block,Good,10450000.0,Old buildings
MAL9709,55.78686999999999,37.494979,SZAO,1.0,1.0,23.0,Slavyansky Bulvar,834.0,Urban rail,7662.0,,7.0,22.0,,monolith,Excellent,16500000.0,Young buildings
MAL11416,55.71368,,UAO,1.0,1.0,4.0,Botanichesky Sad,617.0,Underground,4759.0,Two Room,4.0,5.0,43.0,brick,Excellent,13500000.0,Old buildings
MAL5349,55.753691,37.708671,,1.0,12.0,2.0,Bulvar Rokossovskogo,610.0,Underground,6431.0,Two Room,10.0,12.0,,monolith,Poor,15900000.0,Young buildings
MAL6799,55.74140229999999,37.41960020000001,ZAO,1.0,37.0,19.0,Altufyevo,248.0,Underground,,One Room,9.0,,44.7,panel,Poor,16000000.0,Young buildings
MAL8156,,37.79434439999999,VAO,1.0,1.0,7.0,Petrovsko-Razumovskaya,974.0,Underground,10558.0,One Room,12.0,17.0,35.3,block,Enough,7700000.0,Old buildings
MAL3040,55.72598000000001,37.833008,VAO,1.0,1.0,,Kashirskaya,1964.0,Underground,13469.0,Two Room,,9.0,42.5,panel,Poor,7500000.0,Old buildings
MAL11518,55.9415774,37.5315043,SVAO,2.0,1.0,5.0,Volokolamskaya,758.0,Suburban rail,21506.0,Two Room,13.0,14.0,55.0,panel,,10200000.0,Young buildings
MAL9020,55.87044,,SAO,1.0,3.0,8.0,Ugreshskaya,1062.0,Underground,16356.0,One Room,2.0,,31.0,monolith,Enough,7300000.0,Middle-aged buildings
MAL9292,55.77927800000001,,SAO,1.0,1.0,,Sportivnaya,655.0,Underground,,,10.0,14.0,47.1,block,Good,14500000.0,Old buildings
MAL8787,55.6862042,37.4825295,ZAO,2.0,1.0,,Novokosino,327.0,Underground,10800.0,One Room,8.0,16.0,37.9,panel,,13300000.0,Middle-aged buildings
MAL168,55.69932610000001,37.7550393,UVAO,1.0,36.0,35.0,Kiyevskaya,859.0,,10612.0,,5.0,5.0,43.4,block,Enough,7950000.0,Old buildings
MAL4701,55.7536865,37.8078809,VAO,1.0,,13.0,Mendeleyevskaya,449.0,Underground,12458.0,Two Room,2.0,5.0,45.3,panel,Good,,Old buildings
MAL8436,55.829244,37.568318,SAO,1.0,7.0,,Vystavochny Tsentr,1236.0,Underground,7829.0,One Room,,16.0,34.5,panel,Enough,10700000.0,Middle-aged buildings
MAL3063,55.709824,37.81961,UVAO,1.0,,11.0,Kashirskaya,,Underground,13469.0,Two Room,1.0,,46.0,monolith,Enough,8400000.0,Old buildings
MAL9329,55.775565,37.544306,SAO,1.0,1.0,11.0,Sportivnaya,277.0,Underground,4919.0,Two Room,,4.0,50.0,block,Good,14800000.0,Old buildings
MAL899,55.89074640000001,37.6559453,SVAO,3.0,6.0,29.0,Aviamotornaya,,Underground,,One Room,,,33.0,block,Enough,8150000.0,Old buildings
MAL4459,,37.76344260000001,VAO,1.0,7.0,5.0,Ulitsa Starokachalovskaya,1506.0,Underground,9000.0,Two Room,4.0,5.0,,brick,Poor,10550000.0,Old buildings
MAL9964,55.7305664,37.4634155,ZAO,2.0,12.0,11.0,Fonvizinskaya,420.0,Underground,9444.0,One Room,1.0,25.0,60.0,block,,15996000.0,Young buildings
MAL4078,55.662308,37.487649,ZAO,1.0,1.0,9.0,Serpukhovskaya,,Underground,12935.0,One Room,11.0,16.0,40.0,panel,Enough,10500000.0,Old buildings
MAL2516,55.70822800000001,37.9427739,UVAO,2.0,4.0,38.0,Dmitrievskaya,1093.0,Underground,20323.0,Two Room,15.0,17.0,59.1,panel,,8197000.0,Young buildings
MAL10635,,37.5812591,,1.0,1.0,6.0,Terekhovo,1174.0,Underground,,,4.0,5.0,44.7,block,Enough,9500000.0,Old buildings
MAL958,55.882435,37.685917,,1.0,1.0,,Aviamotornaya,1644.0,Underground,15384.0,,12.0,12.0,48.0,block,Enough,8700000.0,Old buildings
MAL4242,55.790297,37.612847,SVAO,2.0,1.0,6.0,Botanichesky Sad,434.0,Underground,4616.0,Two Room,14.0,14.0,48.0,block,Excellent,14500000.0,Old buildings
MAL9302,55.774745,37.548609,SAO,6.0,2.0,8.0,Sportivnaya,195.0,Underground,4919.0,Two Room,24.0,32.0,66.0,monolith,,19800000.0,Middle-aged buildings
MAL6714,55.741737,37.41669,ZAO,2.0,1.0,8.0,Altufyevo,77.0,Underground,12574.0,One Room,11.0,31.0,64.9,monolith,Excellent,19000000.0,Middle-aged buildings
MAL11884,55.870178,37.569081,SAO,1.0,2.0,3.0,Orekhovo,573.0,Suburban rail,12882.0,Two Room,14.0,14.0,45.0,block,,9990000.0,Old buildings
MAL4249,55.803039,37.612578000000006,SVAO,1.0,,5.0,Botanichesky Sad,1060.0,Underground,4616.0,,2.0,14.0,50.8,panel,Poor,12150000.0,Middle-aged buildings
MAL9757,55.588608,37.5948,,1.0,22.0,,Chistye Prudy,,Underground,18804.0,Two Room,9.0,16.0,52.0,panel,Enough,10500000.0,Middle-aged buildings
MAL6424,55.7985374,37.5041259,,1.0,1.0,6.0,,556.0,Underground,8949.0,Two Room,1.0,9.0,,block,Enough,9600000.0,Old buildings
MAL2180,55.772188,37.681712,,,196.0,8.0,Frunzenskaya,168.0,Underground,4563.0,Two Room,9.0,12.0,,brick,Enough,14000000.0,Old buildings
MAL6284,55.5391845,37.5101102,UZAO,1.0,1.0,,Voykovskaya,388.0,Underground,24636.0,Two Room,15.0,17.0,51.0,panel,,11400000.0,Middle-aged buildings
MAL11158,55.842565,37.379186,SZAO,1.0,1.0,1.0,,932.0,Underground,17194.0,Two Room,5.0,20.0,86.2,brick,Enough,15400000.0,Middle-aged buildings
MAL109,55.7078837,37.7774085,UVAO,1.0,146.0,24.0,Kiyevskaya,,Underground,10612.0,Two Room,,,45.0,block,,9650000.0,Old buildings
MAL5733,55.73801829999999,,ZAO,1.0,1.0,3.0,Nizhegorodskaya,393.0,Underground,8359.0,Two Room,4.0,5.0,82.0,brick,Enough,14700000.0,Old buildings
MAL522,,37.551142,UZAO,1.0,,,,531.0,Underground,9905.0,Two Room,,5.0,46.0,panel,Enough,10500000.0,Old buildings
MAL5505,55.715875,,VAO,1.0,1.0,,Park Kultury,843.0,Underground,18500.0,Two Room,9.0,9.0,55.0,panel,Enough,9500000.0,Middle-aged buildings
MAL3654,55.77088199999999,37.571031,CAO,1.0,1.0,7.0,Prospekt Vernadskogo,911.0,Underground,3421.0,Two Room,2.0,12.0,42.5,panel,Enough,15000000.0,Old buildings
MAL1881,55.7889635,37.8035951,VAO,1.0,1.0,18.0,Verkhniye Likhobory,657.0,Underground,12418.0,One Room,3.0,,31.0,block,Good,7990000.0,Old buildings
MAL5870,55.609676,37.725163,UAO,2.0,1.0,18.0,Myakinino,508.0,Underground,17038.0,Two Room,7.0,17.0,50.8,panel,Enough,10600000.0,Middle-aged buildings
MAL9692,55.77569200000001,37.464268,SZAO,1.0,1.0,23.0,Slavyansky Bulvar,2708.0,Urban rail,7662.0,One Room,4.0,16.0,35.2,monolith,Enough,9600000.0,Young buildings
MAL6599,55.6732948,37.5735992,UZAO,2.0,,9.0,,844.0,Underground,8931.0,Two Room,9.0,9.0,,panel,Good,10500000.0,Old buildings
MAL7349,55.803702,37.759713,VAO,1.0,1.0,7.0,Paveletskaya,904.0,Underground,9888.0,One Room,14.0,,38.9,panel,Enough,8000000.0,Old buildings
MAL11087,55.859968,37.56668300000001,SAO,1.0,1.0,2.0,Mayakovskaya,623.0,Underground,11934.0,Two Room,,17.0,56.0,panel,Enough,12000000.0,Middle-aged buildings
MAL10347,55.698046,37.491242,ZAO,1.0,1.0,6.0,Vorontsovskaya,470.0,Underground,9504.0,Two Room,9.0,,45.1,panel,,10300000.0,Old buildings
MAL4094,55.675617,37.632133,UAO,1.0,,,Belorusskaya,1390.0,Underground,7365.0,One Room,2.0,19.0,43.6,monolith,Enough,14350000.0,Young buildings
MAL2173,55.772188,37.681712,CAO,1.0,1.0,5.0,Frunzenskaya,,Underground,4563.0,Two Room,4.0,,52.0,block,Excellent,15500000.0,Old buildings
MAL813,55.64806700000001,,UZAO,1.0,1.0,4.0,Yugo-Zapadnaya,,Underground,,Two Room,8.0,25.0,66.0,monolith,Enough,16700000.0,Middle-aged buildings
MAL11049,55.760414,37.40652,ZAO,1.0,1.0,10.0,,410.0,Underground,12992.0,One Room,17.0,17.0,37.9,panel,Poor,10300000.0,Middle-aged buildings
MAL8437,55.829244,37.568318,SAO,1.0,9.0,3.0,Vystavochny Tsentr,1236.0,Underground,7829.0,One Room,14.0,,40.0,block,Enough,10500000.0,Middle-aged buildings
MAL1232,55.706721,37.577166,UZAO,,1.0,3.0,Aleksandrovsky Sad,,Underground,5386.0,Two Room,,9.0,48.6,brick,Enough,15000000.0,Old buildings
MAL1696,55.67493560000001,37.6912909,UAO,1.0,1.0,14.0,Izmaylovskaya,,Underground,8849.0,One Room,12.0,12.0,,panel,Enough,8750000.0,Middle-aged buildings
MAL1401,55.8094375,37.56222020000001,SAO,1.0,,,Tsaritsyno,709.0,Suburban rail,7089.0,Two Room,,12.0,46.5,panel,Good,11000000.0,Old buildings
MAL74,55.62386,37.73837,UAO,1.0,,9.0,Park Pobedy,950.0,Underground,17166.0,One Room,4.0,9.0,32.9,panel,,7700000.0,Old buildings
MAL1,55.60876,37.741936,,1.0,1.0,9.0,Park Pobedy,802.0,Underground,17166.0,One Room,,9.0,35.6,panel,Enough,7200000.0,Old buildings
MAL5794,55.758651,37.539365,CAO,1.0,,4.0,Krylatskoye,947.0,,,One Room,4.0,5.0,33.0,panel,Good,9950000.0,Old buildings
MAL781,55.5494541,37.5539498,UZAO,1.0,1.0,7.0,Shosse Entuziastov,169.0,Underground,23043.0,One Room,5.0,,39.0,panel,Enough,7500000.0,Middle-aged buildings
MAL8615,55.8063291,37.58093529999999,SAO,2.0,1.0,10.0,Pyatnitskoye Shosse,189.0,Underground,6575.0,One Room,6.0,9.0,31.4,block,Good,8600000.0,Old buildings
MAL10026,55.8616942,37.5948126,SVAO,2.0,24.0,7.0,Prazhskaya,701.0,Underground,12480.0,One Room,1.0,17.0,38.0,panel,Enough,7600000.0,Middle-aged buildings
MAL4922,55.853173,37.431567,SZAO,1.0,1.0,8.0,Buninskaya Alleya,,Underground,15359.0,Two Room,2.0,,56.1,panel,Enough,11600000.0,Middle-aged buildings
MAL6354,55.764311,37.7006088,UVAO,1.0,11.0,6.0,Komsomolskaya,387.0,,5873.0,Two Room,,14.0,53.0,panel,Enough,12497500.0,Middle-aged buildings
MAL4146,55.727389,37.670052,,1.0,25.0,6.0,Kutuzovskaya,560.0,Underground,3888.0,One Room,2.0,5.0,39.0,brick,Good,14999999.0,Old buildings
MAL1325,55.694946,37.57051,UZAO,1.0,1.0,,Preobrazhenskaya Ploshchad,874.0,Underground,,Two Room,1.0,5.0,41.2,brick,Poor,8690000.0,Old buildings
MAL644,55.8767833,37.576192,SVAO,1.0,1.0,,Troparyovo,,Suburban rail,,Two Room,8.0,22.0,77.0,brick,Poor,13799999.0,Middle-aged buildings
MAL6888,,37.7572301,UAO,1.0,13.0,,,634.0,Underground,16216.0,Two Room,,14.0,51.6,panel,Enough,9199000.0,Middle-aged buildings
MAL3660,,37.5276723,,1.0,1.0,6.0,Izmaylovo,728.0,Underground,23931.0,Two Room,4.0,9.0,53.3,panel,Good,10500000.0,Middle-aged buildings
MAL10796,55.77647,37.59887,CAO,1.0,1.0,,Shosse Entuziastov,488.0,Underground,3321.0,One Room,,8.0,31.0,brick,,10400000.0,Old buildings
MAL4456,55.719377,37.7393884,,1.0,1.0,5.0,,1186.0,Underground,9000.0,Two Room,,12.0,44.0,block,Enough,8000000.0,Middle-aged buildings
MAL8419,55.82377,37.560818,SAO,1.0,1.0,12.0,Vystavochny Tsentr,,Underground,7829.0,Two Room,,12.0,38.6,block,Enough,10600000.0,Old buildings
MAL10957,55.757492000000006,37.399048,ZAO,1.0,,9.0,,,Underground,12992.0,Two Room,10.0,14.0,65.0,monolith,Enough,18800000.0,Middle-aged buildings
MAL11692,55.775764,37.726017,VAO,1.0,1.0,3.0,Narodnoye Opolcheniye,,Underground,7342.0,Two Room,3.0,12.0,40.0,block,Enough,8200000.0,Old buildings
MAL10090,55.86656,37.62244000000001,SVAO,2.0,1.0,12.0,Prazhskaya,,Underground,12480.0,Two Room,2.0,,45.5,panel,Enough,8800000.0,Old buildings
MAL7540,55.74154710000001,37.6760321,CAO,1.0,1.0,,Bibirevo,,Underground,4268.0,Two Room,7.0,8.0,42.0,brick,Enough,10900000.0,Old buildings
MAL7667,55.878813,37.6222845,,1.0,3.0,15.0,,,Underground,14663.0,One Room,,25.0,38.6,monolith,Enough,8700000.0,Young buildings
MAL10980,55.770775,37.376626,ZAO,3.0,2.0,14.0,Studencheskaya,2508.0,Underground,,One Room,,24.0,51.5,monolith,Poor,11000000.0,Young buildings
MAL3768,55.78423000000001,37.5628204,SAO,3.0,2.0,,Alma-Atinskaya,799.0,,,One Room,,17.0,38.0,monolith,Poor,14800000.0,Young buildings
MAL7599,55.819298,37.62449,SVAO,,,,Rostokino,,Monorail,,Two Room,2.0,9.0,37.9,brick,Enough,10100000.0,Old buildings
MAL8801,55.67943199999999,37.46964000000001,ZAO,2.0,,9.0,Novokosino,1418.0,Underground,10800.0,,6.0,23.0,50.0,monolith,Good,18700000.0,Young buildings
MAL11562,55.818867,37.703972,VAO,1.0,2.0,,Vorobyovy Gory,,Urban rail,10153.0,Two Room,4.0,9.0,55.5,brick,Good,12100000.0,Middle-aged buildings
MAL8200,55.639425,37.65911,UAO,2.0,,7.0,Kurskaya,,Underground,,One Room,1.0,17.0,38.0,panel,Enough,7899999.0,Middle-aged buildings
MAL8598,55.80651999999999,37.577923,SAO,2.0,10.0,,Pyatnitskoye Shosse,251.0,Underground,6575.0,One Room,4.0,12.0,,brick,,12000000.0,Old buildings
MAL6055,,37.771831,UVAO,1.0,2.0,17.0,,1515.0,Underground,,One Room,2.0,,38.7,panel,Poor,7000000.0,Middle-aged buildings
MAL10496,55.842873,37.35596500000001,SZAO,1.0,1.0,4.0,Novogireyevo,486.0,Underground,19023.0,Two Room,3.0,17.0,51.0,panel,Enough,10000000.0,Middle-aged buildings
MAL7808,,37.4167085,,1.0,1.0,14.0,Zyuzino,494.0,Suburban rail,12693.0,,3.0,5.0,31.7,panel,Enough,6950000.0,Old buildings
MAL9640,55.77012,37.48095,SZAO,,1.0,13.0,,2078.0,Urban rail,7662.0,,4.0,5.0,46.0,block,Enough,13500000.0,Old buildings
MAL2945,55.72421329999999,37.8252517,VAO,2.0,5.0,10.0,Kashirskaya,,Underground,13469.0,,7.0,13.0,,monolith,,12300000.0,Young buildings
MAL7314,,37.736653,VAO,1.0,,9.0,Paveletskaya,914.0,Underground,9888.0,One Room,1.0,5.0,32.0,panel,Excellent,7500000.0,Old buildings
MAL9023,55.870728,37.512623,SAO,1.0,1.0,,Ugreshskaya,,Underground,16356.0,Two Room,5.0,17.0,58.0,panel,Good,12500000.0,Middle-aged buildings
MAL7097,55.63386559999999,37.7472496,UAO,1.0,1.0,5.0,Prokshino,289.0,Underground,15539.0,One Room,9.0,12.0,34.6,panel,Enough,7500000.0,Middle-aged buildings
MAL2970,55.7101468,37.8093734,UVAO,2.0,21.0,11.0,Kashirskaya,505.0,Underground,13469.0,,,9.0,44.5,panel,Enough,8220000.0,Old buildings
MAL5695,55.61591429999999,37.5947645,UAO,1.0,1.0,8.0,Sretensky Bulvar,729.0,Underground,15733.0,,2.0,9.0,45.2,monolith,Enough,8500000.0,Old buildings
MAL11684,55.776383,37.7140362,,1.0,25.0,2.0,Narodnoye Opolcheniye,,Underground,7342.0,,4.0,,,brick,Good,8900000.0,Old buildings
MAL9915,55.90506800000001,37.547926,SVAO,1.0,,,Babushkinskaya,,Suburban rail,17605.0,,9.0,17.0,,brick,Good,11500000.0,Middle-aged buildings
MAL9921,55.892193000000006,37.52916,SAO,1.0,1.0,6.0,Babushkinskaya,1475.0,,17605.0,Two Room,11.0,14.0,,panel,,9800000.0,Middle-aged buildings
MAL10452,55.819692,37.58932,SVAO,1.0,,,Belokamennaya,293.0,Underground,7965.0,Two Room,10.0,12.0,38.0,block,Enough,9800000.0,Old buildings
MAL5340,55.7529436,37.706431,,1.0,3.0,6.0,Bulvar Rokossovskogo,743.0,Underground,6431.0,Two Room,8.0,10.0,42.8,panel,,11899000.0,Young buildings
MAL530,55.666126,37.57351,UZAO,1.0,22.0,15.0,Tulskaya,1271.0,Underground,9905.0,Two Room,11.0,17.0,55.0,panel,Poor,12500000.0,Old buildings
MAL3588,55.8169389,37.5158568,SAO,1.0,54.0,,Bagrationovskaya,,Suburban rail,8969.0,Two Room,,5.0,,block,Enough,9600000.0,Old buildings
MAL9160,55.697453,37.633976,UAO,2.0,2.0,,Kuntsevskaya,905.0,Urban rail,6335.0,,4.0,14.0,44.6,monolith,Enough,16400000.0,Young buildings
MAL4323,,37.7078042,UAO,1.0,1.0,6.0,Krasnogvardeyskaya,,Suburban rail,,Two Room,1.0,,51.0,panel,Enough,12500000.0,Middle-aged buildings
MAL2012,55.803726,37.8085,VAO,1.0,3.0,13.0,Novokuznetskaya,943.0,Underground,13108.0,One Room,3.0,9.0,30.8,brick,Enough,7650000.0,Old buildings
MAL12076,55.8453309,37.55618870000001,SAO,1.0,1.0,5.0,Taganskaya,,Urban rail,11302.0,Two Room,7.0,,54.0,,Enough,11500000.0,Middle-aged buildings
MAL3499,55.5695796,37.5660664,UZAO,1.0,,,Belomorskaya,,Underground,20559.0,One Room,6.0,12.0,34.0,panel,Good,8900000.0,Middle-aged buildings
MAL8273,55.66199399999999,37.424156,ZAO,1.0,13.0,6.0,Kantemirovskaya,553.0,Underground,,Two Room,8.0,25.0,55.3,panel,Good,12500000.0,Young buildings
MAL6920,55.639649,37.77268400000001,UAO,1.0,,,Krasnoselskaya,,Underground,16216.0,Two Room,5.0,17.0,58.0,panel,Enough,11500000.0,Middle-aged buildings
MAL5248,55.7158179,37.7879478,UVAO,1.0,1.0,10.0,,299.0,Underground,11796.0,One Room,22.0,24.0,56.0,monolith,Good,12500000.0,Middle-aged buildings
MAL11938,55.7346629,37.6540621,CAO,,2.0,3.0,Sviblovo,,Underground,2776.0,Two Room,1.0,5.0,43.0,brick,Good,13700000.0,Old buildings
MAL7158,55.903605000000006,37.568372,SVAO,1.0,,6.0,Kurskaya,1165.0,Suburban rail,16583.0,Two Room,1.0,12.0,53.0,panel,Enough,9150000.0,Middle-aged buildings
MAL1094,55.6503713,37.4083579,ZAO,2.0,36.0,,Savyolovskaya,1093.0,Underground,18158.0,,8.0,,38.0,block,Good,7500000.0,Old buildings
MAL9032,55.870668,37.501797,SAO,1.0,1.0,6.0,Ugreshskaya,1561.0,Underground,16356.0,Two Room,6.0,17.0,63.0,monolith,,12500000.0,Middle-aged buildings
MAL2282,55.699828,37.9209009,,1.0,36.0,32.0,Dmitrievskaya,567.0,Underground,20323.0,Two Room,,17.0,52.0,panel,Good,9400000.0,Young buildings
MAL6896,,,UAO,1.0,2.0,10.0,Krasnoselskaya,373.0,Underground,16216.0,Two Room,,14.0,52.0,panel,Good,12000000.0,Middle-aged buildings
MAL1875,,37.8051405,VAO,2.0,1.0,,Verkhniye Likhobory,361.0,Underground,,Two Room,,9.0,43.8,brick,,9500000.0,Old buildings
MAL5234,55.71151510000001,37.7895459,,1.0,1.0,13.0,Aminyevskaya,550.0,Underground,,,2.0,9.0,51.3,panel,,9500000.0,Old buildings
MAL10639,,37.58759420000001,UZAO,1.0,,,Terekhovo,,,,,8.0,12.0,,block,Good,8000000.0,Old buildings
MAL10248,,37.733392,VAO,1.0,1.0,4.0,Scherbakovskaya,1128.0,Underground,8480.0,One Room,2.0,5.0,41.0,brick,Good,10100000.0,Old buildings
MAL6672,55.681257,,UZAO,2.0,7.0,9.0,Dubrovka,,Underground,8931.0,Two Room,12.0,20.0,61.5,monolith,Poor,19500000.0,Young buildings
MAL5644,55.694226,37.742645,,1.0,2.0,1.0,Paveletskaya,843.0,Underground,11079.0,One Room,9.0,16.0,,brick,,8900000.0,Middle-aged buildings
MAL7327,55.80937170000001,37.759107,VAO,1.0,,,Paveletskaya,1116.0,Underground,9888.0,One Room,,39.0,38.5,monolith,Poor,9100000.0,Young buildings
MAL7340,55.8061,37.74922,,3.0,,14.0,Paveletskaya,422.0,Underground,9888.0,Two Room,7.0,39.0,,monolith,Poor,15000000.0,Young buildings
MAL4801,55.7671319,37.8377387,VAO,1.0,1.0,,Mendeleyevskaya,,,12458.0,Two Room,2.0,9.0,44.8,panel,Poor,7800000.0,Old buildings
MAL3058,55.6921218,37.8211177,UVAO,2.0,,17.0,,2075.0,Underground,13469.0,,8.0,16.0,54.3,monolith,Enough,9800000.0,Old buildings
MAL11280,55.7171802,37.6075313,UAO,1.0,1.0,,Verkhnie Kotly,184.0,,3744.0,,1.0,5.0,42.5,brick,,12000000.0,Old buildings
MAL11926,55.7475547,37.6600964,CAO,1.0,1.0,3.0,Sviblovo,841.0,Underground,2776.0,One Room,1.0,8.0,32.5,brick,Poor,9300000.0,Old buildings
MAL3056,55.7183344,37.8227444,VAO,1.0,1.0,6.0,,916.0,Underground,13469.0,Two Room,,9.0,43.0,panel,,8300000.0,Old buildings
MAL3664,55.54655699999999,37.519557,UZAO,1.0,1.0,6.0,Izmaylovo,,Underground,23931.0,Two Room,,14.0,52.0,panel,Enough,9000000.0,Middle-aged buildings
MAL6870,,37.767582,UAO,2.0,,13.0,Krasnoselskaya,876.0,Underground,16216.0,One Room,1.0,14.0,39.0,panel,Enough,7300000.0,Middle-aged buildings
MAL7778,55.7215008,37.4177505,ZAO,1.0,1.0,,Zyuzino,602.0,Suburban rail,12693.0,Two Room,2.0,5.0,41.3,panel,,8700000.0,Old buildings
MAL7539,,37.682617,UVAO,1.0,1.0,10.0,Bibirevo,,Underground,4268.0,,4.0,5.0,41.8,,Good,10600000.0,Old buildings
MAL4300,55.672195,37.72005,UVAO,,2.0,7.0,Krasnogvardeyskaya,545.0,Suburban rail,11186.0,Two Room,7.0,14.0,48.0,block,Enough,8450000.0,Old buildings
MAL9049,55.869884,37.485214,SAO,1.0,1.0,6.0,Ugreshskaya,973.0,Underground,16356.0,One Room,11.0,,35.0,block,Enough,7200000.0,Old buildings
MAL7615,55.820462,37.6259271,SVAO,1.0,1.0,10.0,Rostokino,169.0,Monorail,7775.0,One Room,,12.0,34.8,block,,8800000.0,Old buildings
MAL10813,55.71201,37.667133,UVAO,1.0,15.0,2.0,Cherkizovskaya,758.0,Underground,5804.0,Two Room,2.0,6.0,69.0,brick,Enough,,Old buildings
MAL2975,55.6999455,37.8190749,UVAO,1.0,,19.0,Kashirskaya,,Underground,13469.0,Two Room,,14.0,,monolith,Enough,13590000.0,Middle-aged buildings
MAL925,55.89130400000001,37.656147,SVAO,1.0,2.0,,Aviamotornaya,490.0,Underground,15384.0,Two Room,,12.0,45.0,block,Enough,8999000.0,Old buildings
MAL5698,55.615929,37.590443,UAO,1.0,1.0,7.0,Sretensky Bulvar,931.0,Underground,15733.0,One Room,5.0,9.0,,monolith,Good,8200000.0,Old buildings
MAL2336,55.70425,37.941954,UVAO,1.0,,20.0,Dmitrievskaya,884.0,Underground,,One Room,9.0,24.0,,monolith,,7000000.0,Young buildings
MAL7187,55.785073,37.69737,,3.0,218.0,3.0,VSKhV,598.0,Underground,6522.0,One Room,11.0,13.0,51.5,monolith,Good,16500000.0,Middle-aged buildings
MAL955,55.890526,37.66096,SVAO,1.0,10.0,7.0,Aviamotornaya,,Underground,,One Room,4.0,17.0,37.0,panel,Enough,8900000.0,Middle-aged buildings
MAL9688,55.77149,37.483597,,1.0,,,Slavyansky Bulvar,,Urban rail,,,,5.0,33.0,block,Excellent,8700000.0,Old buildings
MAL1648,55.6783556,37.6621594,UAO,1.0,5.0,11.0,Izmaylovskaya,,Underground,8849.0,One Room,7.0,9.0,35.0,brick,Excellent,11299000.0,Old buildings
MAL9290,55.777327,37.549857,SAO,2.0,13.0,7.0,Sportivnaya,481.0,Underground,4919.0,Two Room,4.0,6.0,50.0,block,Excellent,16380000.0,Old buildings
MAL5382,55.60458620000001,,UAO,2.0,1.0,,Maryina Roshcha,1688.0,Suburban rail,16633.0,Two Room,,17.0,84.0,monolith,Excellent,16000000.0,Young buildings
MAL4727,55.736984,37.83094000000001,VAO,1.0,2.0,16.0,Mendeleyevskaya,1981.0,Underground,12458.0,,12.0,12.0,35.0,panel,Poor,7000000.0,Old buildings
MAL8637,55.799923,37.57428400000001,SAO,1.0,4.0,9.0,Pyatnitskoye Shosse,992.0,Underground,6575.0,Two Room,8.0,9.0,44.5,brick,Enough,10000000.0,Old buildings
MAL3463,55.66995350000001,37.4988913,ZAO,1.0,1.0,11.0,,,Underground,10917.0,Two Room,1.0,,40.0,panel,Enough,9900000.0,Old buildings
MAL7367,55.90053100000001,37.589069,SVAO,1.0,292.0,5.0,Komsomolskaya,,Underground,16430.0,One Room,13.0,22.0,,panel,,8100000.0,Middle-aged buildings
MAL3346,55.867551,37.559775,SAO,2.0,2.0,20.0,Mnyovniki,797.0,Underground,,Two Room,3.0,17.0,54.0,panel,Good,13980000.0,Middle-aged buildings
MAL7447,,37.670277,CAO,2.0,36.0,17.0,Bibirevo,,Underground,4268.0,Two Room,4.0,12.0,50.9,block,Enough,14000000.0,Old buildings
MAL1958,55.7923484,,,1.0,69.0,15.0,Verkhniye Likhobory,856.0,Underground,12418.0,One Room,2.0,17.0,38.2,panel,Good,10500000.0,Middle-aged buildings
MAL11393,55.708303,37.6398871,UAO,1.0,10.0,5.0,Botanichesky Sad,1094.0,Underground,4759.0,Two Room,6.0,9.0,45.0,block,,11150000.0,Old buildings
MAL4085,,37.470419,ZAO,1.0,,7.0,Serpukhovskaya,,Underground,12935.0,Two Room,2.0,16.0,53.3,panel,Good,14990000.0,Middle-aged buildings
MAL2028,55.8212981,37.7916686,VAO,2.0,2.0,20.0,Novokuznetskaya,1326.0,Underground,,Two Room,,9.0,36.0,brick,Good,7100000.0,Old buildings
MAL3789,55.7981932,37.56748820000001,SAO,1.0,1.0,8.0,Alma-Atinskaya,1019.0,,5614.0,Two Room,9.0,,44.0,block,Excellent,12200000.0,Old buildings
MAL763,,37.552067,UZAO,1.0,1.0,,,327.0,Underground,23043.0,One Room,4.0,14.0,,panel,Enough,7300000.0,Middle-aged buildings
MAL1985,55.808811,37.781021,VAO,1.0,218.0,26.0,Novokuznetskaya,1085.0,Underground,13108.0,One Room,3.0,,38.0,panel,Enough,8500000.0,Middle-aged buildings
MAL10844,55.647066,37.370239,ZAO,1.0,54.0,2.0,,11.0,Underground,19330.0,Two Room,8.0,17.0,54.0,panel,Good,10990000.0,Middle-aged buildings
